scenario,taskCount,run,totalCpuTime,totalWaitTime,avgStartTime,avgExecutionTime,avgFinishTime,throughput,makespan,imbalanceDegree,resourceUtilization,totalEnergy
Baseline_RoundRobin,8000,1,52242599.4560000750,0.0000000000,0.3000000000,6530.3249320000,6530.6249320000,0.1964309961,40726.7700000000,0.0741166158,23.7547820630,146616372.0000000000
Baseline_RoundRobin,8000,2,52242584.0749999400,0.0000000000,0.3000000000,6530.3230093750,6530.6230093750,0.1964310251,40726.7640000000,0.0741126096,23.7547785689,146616350.3999999500
Baseline_RoundRobin,8000,3,52242588.8740001000,0.0000000000,0.3000000000,6530.3236092500,6530.6236092500,0.1964309913,40726.7710000000,0.0741177492,23.7547766681,146616375.6000000000
Baseline_RoundRobin,8000,4,52242587.8249998600,0.0000000000,0.3000000000,6530.3234781250,6530.6234781250,0.1964310299,40726.7630000000,0.0741135883,23.7547808573,146616346.7999999800
Baseline_RoundRobin,8000,5,52242594.7709999000,0.0000000000,0.3000000000,6530.3243463750,6530.6243463750,0.1964310251,40726.7640000000,0.0741174080,23.7547834324,146616350.3999999800
Baseline_RoundRobin,8000,6,52242591.6340000100,0.0000000000,0.3000000000,6530.3239542500,6530.6239542500,0.1964310106,40726.7670000000,0.0741146382,23.7547802562,146616361.2000000000
Baseline_RoundRobin,8000,7,52242593.3500001360,0.0000000000,0.3000000000,6530.3241687500,6530.6241687500,0.1964310395,40726.7610000000,0.0741172643,23.7547845361,146616339.6000000200
Baseline_RoundRobin,8000,8,52242588.7939999600,0.0000000000,0.3000000000,6530.3235992500,6530.6235992500,0.1964310154,40726.7660000000,0.0741160304,23.7547795481,146616357.6000000200
Baseline_RoundRobin,8000,9,52242588.9159999200,0.0000000000,0.3000000000,6530.3236145000,6530.6236145000,0.1964310395,40726.7610000000,0.0741185875,23.7547825199,146616339.5999999600
Baseline_RoundRobin,8000,10,52242599.4560000750,0.0000000000,0.3000000000,6530.3249320000,6530.6249320000,0.1964309961,40726.7700000000,0.0741166158,23.7547820630,146616372.0000000000
MOWS,9000,1,67330683.4409999700,0.0000000000,0.3000000000,7481.1870490000,7481.4870490000,0.1260104939,71422.6230000000,0.7826332497,17.4575569448,257121442.7999999200
MOWS,9000,2,67324494.7229999200,0.0000000000,0.3000000000,7480.4994136667,7480.7994136667,0.1274006566,70643.2780000000,0.9156728570,17.6485284598,254315800.7999999800
MOWS,9000,3,67165731.1290000200,0.0000000000,0.3000000000,7462.8590143333,7463.1590143333,0.1329843312,67677.1460000000,0.7920783642,18.3785799082,243637725.5999999600
MOWS,9000,4,67546416.9760000000,0.0000000000,0.3000000000,7505.1574417778,7505.4574417778,0.1348644525,66733.6710000000,1.0353117826,18.7440546112,240241215.5999999600
MOWS,9000,5,67454348.4690000600,0.0000000000,0.3000000000,7494.9276076667,7495.2276076667,0.1018139098,88396.5660000000,1.2141528938,14.1312571042,318227637.5999999600
MOWS,9000,6,67747166.7249998300,0.0000000000,0.3000000000,7527.4629694444,7527.7629694444,0.1196079745,75245.8190000000,0.9652415882,16.6730481274,270884948.4000000400
MOWS,9000,7,67243736.2779999800,0.0000000000,0.3000000000,7471.5262531111,7471.8262531111,0.1410075601,63826.3650000000,0.9707207682,19.5100312468,229774913.9999999700
MOWS,9000,8,67437732.0600000000,0.0000000000,0.3000000000,7493.0813400000,7493.3813400000,0.1279209814,70355.9330000000,1.1463306547,17.7504133162,253281358.8000000000
MOWS,9000,9,66943549.4479998800,0.0000000000,0.3000000000,7438.1721608889,7438.4721608889,0.1440035367,62498.4650000000,0.8183810625,19.8356129250,224994474.0000000000
MOWS,9000,10,67424533.2900000400,0.0000000000,0.3000000000,7491.6148100000,7491.9148100000,0.0994491138,90498.5440000000,1.3574278707,13.7969343278,325794758.4000000000
Baseline_RoundRobin,9000,1,65203055.3959999500,0.0000000000,0.3000000000,7244.7839328889,7245.0839328889,0.2021337735,44524.9690000000,0.0638916504,27.1188058281,160289888.4000000000
Baseline_RoundRobin,9000,2,65203055.3959999500,0.0000000000,0.3000000000,7244.7839328889,7245.0839328889,0.2021337735,44524.9690000000,0.0638916504,27.1188058281,160289888.4000000000
Baseline_RoundRobin,9000,3,65203055.3959999500,0.0000000000,0.3000000000,7244.7839328889,7245.0839328889,0.2021337735,44524.9690000000,0.0638916504,27.1188058281,160289888.4000000000
Baseline_RoundRobin,9000,4,65203055.3959999500,0.0000000000,0.3000000000,7244.7839328889,7245.0839328889,0.2021337735,44524.9690000000,0.0638916504,27.1188058281,160289888.4000000000
Baseline_RoundRobin,9000,5,65203055.3959999500,0.0000000000,0.3000000000,7244.7839328889,7245.0839328889,0.2021337735,44524.9690000000,0.0638916504,27.1188058281,160289888.4000000000
Baseline_RoundRobin,9000,6,65203055.3959999500,0.0000000000,0.3000000000,7244.7839328889,7245.0839328889,0.2021337735,44524.9690000000,0.0638916504,27.1188058281,160289888.4000000000
Baseline_RoundRobin,9000,7,65203055.3959999500,0.0000000000,0.3000000000,7244.7839328889,7245.0839328889,0.2021337735,44524.9690000000,0.0638916504,27.1188058281,160289888.4000000000
Baseline_RoundRobin,9000,8,65203055.3959999500,0.0000000000,0.3000000000,7244.7839328889,7245.0839328889,0.2021337735,44524.9690000000,0.0638916504,27.1188058281,160289888.4000000000
Baseline_RoundRobin,9000,9,65203055.3959999500,0.0000000000,0.3000000000,7244.7839328889,7245.0839328889,0.2021337735,44524.9690000000,0.0638916504,27.1188058281,160289888.4000000000
Baseline_RoundRobin,9000,10,65203055.3959999500,0.0000000000,0.3000000000,7244.7839328889,7245.0839328889,0.2021337735,44524.9690000000,0.0638916504,27.1188058281,160289888.4000000000
MOWS,10000,1,81622306.5120001600,0.0000000000,0.3000000000,8162.2306512000,8162.5306512000,0.1525837906,65537.7610000000,0.8781532222,23.0634091187,235935939.6000000000
MOWS,10000,2,81764107.1009999000,0.0000000000,0.3000000000,8176.4107101000,8176.7107101000,0.1315310718,76027.6630000000,0.8781120632,19.9157789646,273699586.8000000000
MOWS,10000,3,82406517.1189997600,0.0000000000,0.3000000000,8240.6517119000,8240.9517119000,0.1238648422,80733.1590000000,0.8452465952,18.9023522951,290639372.4000000000
MOWS,10000,4,82076979.2459999200,0.0000000000,0.3000000000,8207.6979246000,8207.9979246000,0.1211534139,82539.9770000000,1.0572188110,18.4146411879,297143917.2000000000
MOWS,10000,5,81464600.9020000700,0.0000000000,0.3000000000,8146.4600902000,8146.7600902000,0.1334533274,74932.5640000000,0.6991548017,20.1328186289,269757230.4000000000
MOWS,10000,6,82241858.0090000800,0.0000000000,0.3000000000,8224.1858009000,8224.4858009000,0.1252330587,79851.1200000000,1.0843956030,19.0729619138,287464032.0000000000
MOWS,10000,7,81965202.0310000300,0.0000000000,0.3000000000,8196.5202031000,8196.8202031000,0.1429450847,69956.9350000000,1.1403779126,21.6972643482,251844966.0000000000
MOWS,10000,8,81591489.5680000800,0.0000000000,0.3000000000,8159.1489568000,8159.4489568000,0.1434467953,69712.2580000000,0.7872429772,21.6741438861,250964128.8000000000
MOWS,10000,9,82030459.1349998700,0.0000000000,0.3000000000,8203.0459135000,8203.3459135000,0.1188206292,84160.4700000000,1.0685503244,18.0498347570,302977692.0000000000
MOWS,10000,10,81948397.5229999400,0.0000000000,0.3000000000,8194.8397523000,8195.1397522999,0.1363674714,73331.2710000000,0.7693019867,20.6946217677,263992575.5999999600
Baseline_RoundRobin,10000,1,79579675.5919997200,0.0000000000,0.3000000000,7957.9675592000,7958.2675592000,0.2029234986,49279.6550000000,0.0599360596,29.9047892309,177406758.0000000300
Baseline_RoundRobin,10000,2,79579663.4090002200,0.0000000000,0.3000000000,7957.9663409000,7958.2663409000,0.2029234986,49279.6550000000,0.0599387315,29.9047846528,177406758.0000000300
Baseline_RoundRobin,10000,3,79579673.2289999900,0.0000000000,0.3000000000,7957.9673229000,7958.2673229000,0.2029235068,49279.6530000000,0.0599357601,29.9047895566,177406750.7999999800
Baseline_RoundRobin,10000,4,79579659.5679997500,0.0000000000,0.3000000000,7957.9659568000,7958.2659568000,0.2029234986,49279.6550000000,0.0599372063,29.9047832094,177406758.0000000300
Baseline_RoundRobin,10000,5,79579664.7159999300,0.0000000000,0.3000000000,7957.9664716000,7958.2664716000,0.2029234821,49279.6590000000,0.0599356865,29.9047827166,177406772.3999999800
Baseline_RoundRobin,10000,6,79579667.0410001100,0.0000000000,0.3000000000,7957.9667041000,7958.2667041000,0.2029234738,49279.6610000000,0.0599380726,29.9047823766,177406779.5999999600
Baseline_RoundRobin,10000,7,79579656.8610002100,0.0000000000,0.3000000000,7957.9656861000,7958.2656861000,0.2029234903,49279.6570000000,0.0599345008,29.9047809784,177406765.2000000200
Baseline_RoundRobin,10000,8,79579662.0320000500,0.0000000000,0.3000000000,7957.9662032000,7958.2662032000,0.2029235068,49279.6530000000,0.0599358853,29.9047853490,177406750.8000000000
Baseline_RoundRobin,10000,9,79579654.7080000800,0.0000000000,0.3000000000,7957.9654708000,7958.2654708000,0.2029235068,49279.6530000000,0.0599377250,29.9047825967,177406750.8000000400
Baseline_RoundRobin,10000,10,79579675.5919997200,0.0000000000,0.3000000000,7957.9675592000,7958.2675592000,0.2029234986,49279.6550000000,0.0599360596,29.9047892309,177406758.0000000300
