scenario,taskCount,avgTotalCpuTime,avgTotalWaitTime,avgAvgStartTime,avgAvgExecutionTime,avgAvgFinishTime,avgThroughput,avgMakespan,avgImbalanceDegree,avgResourceUtilization,avgTotalEnergy
MOWS_SDSC,7152,13043798.6541999970,0.0000000000,0.3000000000,1823.7973509788,1824.0973509788,0.1545566899,46809.2537000000,2.3261322647,5.2130968729,168513313.3200000000
Baseline_RR_SDSC,7152,12880060.0018000030,0.0000000000,0.3000000000,1800.9032440995,1801.2032440995,0.1606438101,44520.8564000000,1.9576773063,5.3574807169,160275083.0400000200
