scenario,taskCount,run,totalCpuTime,totalWaitTime,avgStartTime,avgExecutionTime,avgFinishTime,throughput,makespan,imbalanceDegree,resourceUtilization,totalEnergy
MOWS,4000,3,7024074.4560000070,0.0000000000,0.3000000000,1756.0186140000,1756.3186140000,1.2266194827,3260.9950000000,1.3877295138,39.8882711838,11739582.0000000040
MOWS,4000,4,7037836.2750000000,0.0000000000,0.3000000000,1759.4590687500,1759.7590687500,1.4656234359,2729.2140000000,1.0430341413,47.7537860310,9825170.4000000000
MOWS,4000,5,7020079.9679999900,0.0000000000,0.3000000000,1755.0199920000,1755.3199920000,1.3958287751,2865.6810000000,0.9268787261,45.3649519569,10316451.6000000000
MOWS,4000,6,7035149.3089999910,0.0000000000,0.3000000000,1758.7873272500,1759.0873272500,1.3963053063,2864.7030000000,0.9566822824,45.4778532920,10312930.8000000000
MOWS,4000,7,7022205.3580000000,0.0000000000,0.3000000000,1755.5513395000,1755.8513395000,1.3174015572,3036.2800000000,1.1225257699,42.8290012657,10930608.0000000000
MOWS,4000,8,7030125.9259999950,0.0000000000,0.3000000000,1757.5314815000,1757.8314815000,1.3597662834,2941.6820000000,1.0930065118,44.2561490835,10590055.2000000010
MOWS,4000,9,7036813.8770000100,0.0000000000,0.3000000000,1759.2034692500,1759.5034692500,1.4585189906,2742.5080000000,1.0256881495,47.5154012650,9873028.8000000000
MOWS,4000,10,7018048.8209999950,0.0000000000,0.3000000000,1754.5122052500,1754.8122052500,1.4687663171,2723.3740000000,0.9359537443,47.7216375920,9804146.3999999990
Baseline_RoundRobin,4000,1,6940844.5860000085,0.0000000000,0.3000000000,1735.2111465000,1735.5111465000,1.6418319068,2436.3030000000,0.2770299139,52.7578708395,8770690.8000000000
Baseline_RoundRobin,4000,2,6940845.4080000190,0.0000000000,0.3000000000,1735.2113520000,1735.5113520000,1.6418319068,2436.3030000000,0.2770369376,52.7578770876,8770690.8000000000
Baseline_RoundRobin,4000,3,6940847.5969999990,0.0000000000,0.3000000000,1735.2118992500,1735.5118992500,1.6418251678,2436.3130000000,0.2770334814,52.7576771783,8770726.8000000040
Baseline_RoundRobin,4000,4,6940843.1059999880,0.0000000000,0.3000000000,1735.2107765000,1735.5107765000,1.6418224722,2436.3170000000,0.2770376908,52.7575564233,8770741.2000000000
Baseline_RoundRobin,4000,5,6940845.7740000090,0.0000000000,0.3000000000,1735.2114435000,1735.5114435000,1.6418319068,2436.3030000000,0.2770360127,52.7578798696,8770690.8000000000
Baseline_RoundRobin,4000,6,6940845.3070000010,0.0000000000,0.3000000000,1735.2113267500,1735.5113267500,1.6418312329,2436.3040000000,0.2770309977,52.7578546650,8770694.4000000000
Baseline_RoundRobin,4000,7,6940847.6479999960,0.0000000000,0.3000000000,1735.2119120000,1735.5119120000,1.6418231461,2436.3160000000,0.2770369182,52.7576126019,8770737.6000000030
Baseline_RoundRobin,4000,8,6940846.1149999920,0.0000000000,0.3000000000,1735.2115287500,1735.5115287500,1.6418238200,2436.3150000000,0.2770344742,52.7576226041,8770734.0000000020
Baseline_RoundRobin,4000,9,6940843.8730000030,0.0000000000,0.3000000000,1735.2109682500,1735.5109682500,1.6418265156,2436.3110000000,0.2770329921,52.7576921815,8770719.6000000010
Baseline_RoundRobin,4000,10,6940844.5860000085,0.0000000000,0.3000000000,1735.2111465000,1735.5111465000,1.6418319068,2436.3030000000,0.2770299139,52.7578708395,8770690.8000000000
MOWS,5000,1,10958454.5610000080,0.0000000000,0.3000000000,2191.6909122000,2191.9909122000,1.4549344247,3436.5810000000,0.8441436075,59.0512325251,12371691.6000000000
MOWS,5000,2,10929402.7539999910,0.0000000000,0.3000000000,2185.8805508000,2186.1805508000,1.4787041465,3381.3390000000,0.9576907468,59.8568635964,12172820.4000000020
MOWS,5000,3,10977189.6029999570,0.0000000000,0.3000000000,2195.4379206000,2195.7379206000,1.3740106436,3638.9820000000,1.0705052006,55.8621309323,13100335.2000000000
MOWS,5000,4,10998368.0209999980,0.0000000000,0.3000000000,2199.6736042000,2199.9736042000,1.2864800722,3886.5740000000,1.2596837381,52.4043751310,13991666.4000000060
MOWS,5000,5,10946432.8319999820,0.0000000000,0.3000000000,2189.2865664000,2189.5865664000,1.3867540581,3605.5420000000,1.1376109039,56.2222598187,12979951.2000000000
MOWS,5000,6,10913900.0189999710,0.0000000000,0.3000000000,2182.7800038000,2183.0800038000,1.4729045944,3394.6530000000,0.8220091960,59.5375314093,12220750.8000000030
MOWS,5000,7,10998897.0949999670,0.0000000000,0.3000000000,2199.7794190000,2200.0794190000,1.2166885873,4109.5150000000,1.5920355600,49.5638243289,14794254.0000000020
MOWS,5000,8,10923548.6960000080,0.0000000000,0.3000000000,2184.7097392000,2185.0097392000,1.4388803899,3474.9240000000,0.9002141752,58.2136296549,12509726.4000000020
MOWS,5000,9,10912856.4300000000,0.0000000000,0.3000000000,2182.5712860000,2182.8712860000,1.4412881195,3469.1190000000,0.9797110583,58.2539641589,12488828.4000000000
MOWS,5000,10,10957776.1349999960,0.0000000000,0.3000000000,2191.5552270000,2191.8552270000,1.3647547181,3663.6620000000,1.1753901906,55.3876914076,13189183.2000000030
Baseline_RoundRobin,5000,1,10804274.4010000000,0.0000000000,0.3000000000,2160.8548802000,2161.1548802000,1.6233666091,3080.0190000000,0.2845890559,64.9603640673,11088068.4000000000
Baseline_RoundRobin,5000,2,10804273.3720000050,0.0000000000,0.3000000000,2160.8546744000,2161.1546744000,1.6233692444,3080.0140000000,0.2845909323,64.9604633351,11088050.4000000020
Baseline_RoundRobin,5000,3,10804276.8409999930,0.0000000000,0.3000000000,2160.8553682000,2161.1553682000,1.6233671362,3080.0180000000,0.2845919355,64.9603998286,11088064.8000000030
Baseline_RoundRobin,5000,4,10804276.5520000000,0.0000000000,0.3000000000,2160.8553104000,2161.1553104000,1.6233645008,3080.0230000000,0.2845923929,64.9602926366,11088082.8000000030
Baseline_RoundRobin,5000,5,10804277.1800000220,0.0000000000,0.3000000000,2160.8554360000,2161.1554360000,1.6233666091,3080.0190000000,0.2845932311,64.9603807759,11088068.4000000000
Baseline_RoundRobin,5000,6,10804272.4049999960,0.0000000000,0.3000000000,2160.8544810000,2161.1544810000,1.6233681903,3080.0160000000,0.2845909778,64.9604153391,11088057.6000000000
Baseline_RoundRobin,5000,7,10804275.0619999730,0.0000000000,0.3000000000,2160.8550124000,2161.1550124000,1.6233581761,3080.0350000000,0.2845902181,64.9600305889,11088126.0000000020
Baseline_RoundRobin,5000,8,10804280.2699999850,0.0000000000,0.3000000000,2160.8560540000,2161.1560540000,1.6233660820,3080.0200000000,0.2845903158,64.9603782635,11088072.0000000020
Baseline_RoundRobin,5000,9,10804279.0910000300,0.0000000000,0.3000000000,2160.8558182000,2161.1558182000,1.6233645008,3080.0230000000,0.2845899220,64.9603079022,11088082.8000000030
Baseline_RoundRobin,5000,10,10804274.4010000000,0.0000000000,0.3000000000,2160.8548802000,2161.1548802000,1.6233666091,3080.0190000000,0.2845890559,64.9603640673,11088068.4000000000
MOWS,6000,1,15753028.5080000530,0.0000000000,0.3000000000,2625.5047513333,2625.8047513333,1.5047248360,3987.4400000000,0.8947190401,73.1604112283,14354783.9999999960
MOWS,6000,2,15668067.2030000260,0.0000000000,0.3000000000,2611.3445338333,2611.6445338333,1.5682166397,3826.0020000000,0.7148996974,75.8361842592,13773607.2000000030
MOWS,6000,3,15718463.1130000050,0.0000000000,0.3000000000,2619.7438521667,2620.0438521667,1.4360285195,4178.1900000000,0.8083494904,69.6671645475,15041484.0000000020
MOWS,6000,4,15702008.4600000600,0.0000000000,0.3000000000,2617.0014100000,2617.3014100000,1.4723651780,4075.0760000000,0.8027808522,71.3552175332,14670273.5999999980
MOWS,6000,5,15707503.2150000110,0.0000000000,0.3000000000,2617.9172025000,2618.2172025000,1.4981007827,4005.0710000000,0.8350101573,72.6278483369,14418255.6000000000
MOWS,6000,6,15716184.6960000020,0.0000000000,0.3000000000,2619.3641160000,2619.6641160000,1.4590946464,4112.1390000000,0.8355305281,70.7759288617,14803700.4000000040
MOWS,6000,7,15675898.2339999700,0.0000000000,0.3000000000,2612.6497056667,2612.9497056667,1.5241238320,3936.6880000000,0.7623951377,73.7407718724,14172076.7999999990
MOWS,6000,8,15727690.8009999670,0.0000000000,0.3000000000,2621.2818001667,2621.5818001667,1.4844298157,4041.9560000000,0.7959315389,72.0575714708,14551041.6000000010
MOWS,6000,9,15715706.3030000010,0.0000000000,0.3000000000,2619.2843838333,2619.5843838333,1.4562198426,4120.2570000000,0.8361471246,70.6343313545,14832925.2000000050
MOWS,6000,10,15732221.6420000030,0.0000000000,0.3000000000,2622.0369403333,2622.3369403333,1.4266305317,4205.7140000000,1.0125428445,69.2718139690,15140570.4000000020
Baseline_RoundRobin,6000,1,15591818.1039999900,0.0000000000,0.3000000000,2598.6363506667,2598.9363506667,1.6193549623,3705.1790000000,0.2577098573,77.9280494401,13338644.4000000000
Baseline_RoundRobin,6000,2,15591822.1139999720,0.0000000000,0.3000000000,2598.6370190000,2598.9370190000,1.6193536512,3705.1820000000,0.2577095070,77.9280063855,13338655.2000000030
Baseline_RoundRobin,6000,3,15591823.5509999660,0.0000000000,0.3000000000,2598.6372585000,2598.9372585000,1.6193536512,3705.1820000000,0.2577091265,77.9280135677,13338655.2000000030
Baseline_RoundRobin,6000,4,15591818.1039999900,0.0000000000,0.3000000000,2598.6363506667,2598.9363506667,1.6193549623,3705.1790000000,0.2577098573,77.9280494401,13338644.4000000000
Baseline_RoundRobin,6000,5,15591822.1139999720,0.0000000000,0.3000000000,2598.6370190000,2598.9370190000,1.6193536512,3705.1820000000,0.2577095070,77.9280063855,13338655.2000000030
Baseline_RoundRobin,6000,6,15591823.5509999660,0.0000000000,0.3000000000,2598.6372585000,2598.9372585000,1.6193536512,3705.1820000000,0.2577091265,77.9280135677,13338655.2000000030
Baseline_RoundRobin,6000,7,15591818.1039999900,0.0000000000,0.3000000000,2598.6363506667,2598.9363506667,1.6193549623,3705.1790000000,0.2577098573,77.9280494401,13338644.4000000000
Baseline_RoundRobin,6000,8,15591822.1139999720,0.0000000000,0.3000000000,2598.6370190000,2598.9370190000,1.6193536512,3705.1820000000,0.2577095070,77.9280063855,13338655.2000000030
Baseline_RoundRobin,6000,9,15591823.5509999660,0.0000000000,0.3000000000,2598.6372585000,2598.9372585000,1.6193536512,3705.1820000000,0.2577091265,77.9280135677,13338655.2000000030
Baseline_RoundRobin,6000,10,15591818.1039999900,0.0000000000,0.3000000000,2598.6363506667,2598.9363506667,1.6193549623,3705.1790000000,0.2577098573,77.9280494401,13338644.4000000000
MOWS,7000,1,21365619.6920000100,0.0000000000,0.3000000000,3052.2313845714,3052.5313845714,1.5388596127,4548.8230000000,0.7092972874,86.9806593763,16375762.8000000000
MOWS,7000,2,21414846.2720000500,0.0000000000,0.3000000000,3059.2637531429,3059.5637531428,1.4350434746,4877.9010000000,0.8819704027,81.2995645585,17560443.6000000130
MOWS,7000,3,21411703.3139999840,0.0000000000,0.3000000000,3058.8147591429,3059.1147591429,1.4781113875,4735.7730000000,0.8278366733,83.7272023666,17048782.8000000040
MOWS,7000,4,21360406.6300000100,0.0000000000,0.3000000000,3051.4866614286,3051.7866614286,1.5318999564,4569.4890000000,0.6818738445,86.5661534016,16450160.4000000060
MOWS,7000,5,21415215.2539999800,0.0000000000,0.3000000000,3059.3164648571,3059.6164648571,1.4908376314,4695.3470000000,0.8645211784,84.4619280022,16903249.2000000100
MOWS,7000,6,21412512.4359999500,0.0000000000,0.3000000000,3058.9303480000,3059.2303480000,1.4323329102,4887.1320000000,0.9538593701,81.1371593962,17593675.1999999900
MOWS,7000,7,21394812.0389999560,0.0000000000,0.3000000000,3056.4017198571,3056.7017198571,1.4305830034,4893.1100000000,0.9401619848,80.9710435581,17615196.0000000100
MOWS,7000,8,21322758.3830000240,0.0000000000,0.3000000000,3046.1083404286,3046.4083404286,1.5076546859,4642.9730000000,0.6056557035,85.0459169117,16714702.8000000000
MOWS,7000,9,21371624.7009999700,0.0000000000,0.3000000000,3053.0892430000,3053.3892430000,1.4958549858,4679.5980000000,0.7654864677,84.5736808581,16846552.8000000100
MOWS,7000,10,21399367.2049998940,0.0000000000,0.3000000000,3057.0524578571,3057.3524578572,1.4844280319,4715.6210000000,0.7705787433,84.0365622832,16976235.6000000050
Baseline_RoundRobin,7000,1,21237718.4070000050,0.0000000000,0.3000000000,3033.9597724286,3034.2597724286,1.6385418756,4272.0910000000,0.2485274179,92.0605580759,15379527.6000000010
Baseline_RoundRobin,7000,2,21237715.1039999570,0.0000000000,0.3000000000,3033.9593005714,3034.2593005714,1.6385449440,4272.0830000000,0.2485257937,92.0607161529,15379498.8000000030
Baseline_RoundRobin,7000,3,21237714.2369999200,0.0000000000,0.3000000000,3033.9591767143,3034.2591767143,1.6385483959,4272.0740000000,0.2485262081,92.0609063394,15379466.4000000020
Baseline_RoundRobin,7000,4,21237716.3580000030,0.0000000000,0.3000000000,3033.9594797143,3034.2594797143,1.6385445605,4272.0840000000,0.2485250137,92.0607000393,15379502.4000000020
Baseline_RoundRobin,7000,5,21237726.2059999630,0.0000000000,0.3000000000,3033.9608865714,3034.2608865714,1.6385437934,4272.0860000000,0.2485249747,92.0606996294,15379509.6000000010
Baseline_RoundRobin,7000,6,21237720.0379999950,0.0000000000,0.3000000000,3033.9600054286,3034.2600054286,1.6385453275,4272.0820000000,0.2485250291,92.0607590900,15379495.2000000010
Baseline_RoundRobin,7000,7,21237722.1250000040,0.0000000000,0.3000000000,3033.9603035714,3034.2603035714,1.6385441769,4272.0850000000,0.2485281448,92.0607034886,15379505.9999999960
Baseline_RoundRobin,7000,8,21237721.4330000600,0.0000000000,0.3000000000,3033.9602047143,3034.2602047143,1.6385407250,4272.0940000000,0.2485274842,92.0605065451,15379538.4000000040
Baseline_RoundRobin,7000,9,21237725.3680000570,0.0000000000,0.3000000000,3033.9607668572,3034.2607668571,1.6385414921,4272.0920000000,0.2485282391,92.0605667009,15379531.2000000000
Baseline_RoundRobin,7000,10,21237718.4070000050,0.0000000000,0.3000000000,3033.9597724286,3034.2597724286,1.6385418756,4272.0910000000,0.2485274179,92.0605580759,15379527.6000000010
MOWS,8000,1,27916634.0030000000,0.0000000000,0.3000000000,3489.5792503750,3489.8792503750,1.5138277760,5284.6170000000,0.6922826076,97.8263332535,19024621.2000000070
MOWS,8000,2,27986397.2670000530,0.0000000000,0.3000000000,3498.2996583750,3498.5996583750,1.4497883037,5518.0470000000,0.8300702026,93.9221097710,19864969.2000000000
MOWS,8000,3,27955265.2010000600,0.0000000000,0.3000000000,3494.4081501250,3494.7081501250,1.5392148657,5197.4550000000,0.8424156230,99.6045365116,18710838.0000000040
MOWS,8000,4,27983007.6649999470,0.0000000000,0.3000000000,3497.8759581250,3498.1759581250,1.5075228215,5306.7190000000,0.7494419875,97.6505154405,19104188.4000000000
MOWS,8000,5,28031567.6179999820,0.0000000000,0.3000000000,3503.9459522500,3504.2459522500,1.3795570001,5798.9630000000,0.9892324935,89.5165401188,20876266.7999999970
MOWS,8000,6,27957769.2390000080,0.0000000000,0.3000000000,3494.7211548750,3495.0211548750,1.4246191281,5615.5360000000,0.7732693372,92.1971593431,20215929.6000000100
MOWS,8000,7,27989619.5229998980,0.0000000000,0.3000000000,3498.7024403750,3499.0024403750,1.5178635463,5270.5660000000,0.7152747275,98.3435721065,18974037.6000000000
MOWS,8000,8,27940764.7800000270,0.0000000000,0.3000000000,3492.5955975000,3492.8955975000,1.5153415068,5279.3380000000,0.6454290512,98.0087976940,19005616.8000000040
MOWS,8000,9,28023988.7830001340,0.0000000000,0.3000000000,3502.9985978750,3503.2985978750,1.4285584185,5600.0510000000,0.9231635183,92.6710766100,20160183.5999999940
MOWS,8000,10,27924201.9489999750,0.0000000000,0.3000000000,3490.5252436250,3490.8252436250,1.4675710818,5451.1840000000,0.7384348725,94.8628501455,19624262.4000000020
Baseline_RoundRobin,8000,1,27798376.3069999480,0.0000000000,0.3000000000,3474.7970383750,3475.0970383750,1.6540545011,4836.6000000000,0.2186308118,106.4352533652,17411760.0000000070
Baseline_RoundRobin,8000,2,27798380.1440002100,0.0000000000,0.3000000000,3474.7975180000,3475.0975180000,1.6540545011,4836.6000000000,0.2186275162,106.4352680564,17411760.0000000070
Baseline_RoundRobin,8000,3,27798379.4809999020,0.0000000000,0.3000000000,3474.7974351250,3475.0974351250,1.6540545011,4836.6000000000,0.2186311889,106.4352655179,17411760.0000000070
